metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1778567638.3333,elite,9905.5041379302,1778460060.9005,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456698,1778568149.3253,22202,http,174.138.165.122:22202,False,7732.9423427582,137,241,36.243386243386,174.138.165.122
True,1778568148.7669,transparent,4764.4622810219,1778099215.8688,AS273170 LATENCIA 0 SA,LATENCIA 0 SA,Maipú,South America,SA,Argentina,AR,,False,Latencia 0 SA,-32.9842,-68.7783,False,Latencia 0 SA,False,Mendoza,success,America/Argentina/Mendoza,5517,1778097865,1778568148.7669,999,http,38.211.245.93:999,False,1467.7319526672,3313,1470,69.266150951286,38.211.245.93
True,1778568148.7262,elite,6089.8178450915,1778460245.3582,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456700,1778568148.7262,24407,http,174.138.165.122:24407,False,6146.9893455505,98,274,26.344086021505,174.138.165.122
True,1778568148.6597,transparent,7356.2249322085,1710543108.7451,AS131111 PT Mora Telematika Indonesia,CEPATNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Mora Telematika Indonesia,-6.21462,106.845,False,Cepatnet,True,Jakarta,success,Asia/Jakarta,,1778083761,1778568148.6597,8080,http,103.154.92.74:8080,False,7516.1008834839,54207,853173,5.9740130926403,103.154.92.74
True,1778567768.9669,transparent,5239.7803163869,1770312508.7384,AS139972 PT. Putra Lebak Banten,PLBNET-AS-ID,Sepatan,Asia,AS,Indonesia,ID,,False,PLBNET,-6.11889,106.575,False,,False,West Java,success,Asia/Jakarta,,1778175828,1778568148.4616,8080,http,103.147.247.193:8080,False,2735.9781265259,17665,182182,8.8392620354571,103.147.247.193
True,1778568148.0578,transparent,6768.6589560522,1757836314.5204,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Jakarta,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.18354,106.824,False,Telekomunikasi Indonesia,True,Jakarta,success,Asia/Jakarta,,1777971033,1778568148.0578,8080,http,36.88.141.105:8080,False,18131.036996841,32735,269481,10.831656828229,36.88.141.105
True,1778568147.8205,transparent,6718.7284411099,1754453915.3522,AS34368 ZONATA - INVEST sLLC,THEZONE,Sistov,Europe,EU,Bulgaria,BG,,False,ZONATA - INVEST sLLC,43.6264,25.3544,False,Neterra Thezone,True,Veliko Tarnovo,success,Europe/Sofia,5250,1778083747,1778568147.8205,1414,http,85.217.192.39:1414,False,5741.8739795685,19096,302382,5.9400643278856,85.217.192.39
True,1778568003.5815,elite,6771.8784582698,1710587857.4384,AS53075 Holistica Provedor Internet Ltda,Holistica Provedor Internet Ltda,Irecê,South America,SA,Brazil,BR,,False,Holistica Provedor Internet Ltda,-11.2987,-41.84,False,Holistica Provedor Internet Ltda,True,Bahia,success,America/Bahia,44900,1777970434,1778568147.5933,39665,http,187.94.16.59:39665,False,3552.726984024,56199,811618,6.4759044821662,187.94.16.59
True,1778568147.5581,elite,3015.2814179441,1776269015.995,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778054822,1778568147.5581,6060,http,157.90.10.15:6060,False,1052.1199703217,14799,11672,55.906463677232,157.90.10.15
True,1778538004.5277,elite,1431.6466296136,1749403942.3997,AS140293 CHINATELECOM Jiangsu province Changzhou 5G network,CHINATELECOM-JIANGSU-CHANGZHOU-5G-NETWORK,Nanjing,Asia,AS,China,CN,,False,China Telecom,32.0607,118.763,False,Chinanet JS,True,Jiangsu,success,Asia/Shanghai,210000,1778494438,1778568147.3446,800,http,58.216.109.17:800,False,738.62266540527,137449,7943,94.536838340486,58.216.109.17
True,1778568147.305,elite,8689.7572797887,1778470063.7364,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778468557,1778568147.305,58215,http,174.138.165.125:58215,False,9838.7048244476,85,240,26.153846153846,174.138.165.125
True,1778568146.969,transparent,5891.2707856827,1767221227.1304,"AS174 Cogent Communications, LLC",COGENT-174,Loma Hermosa,North America,,Mexico,MX,,False,Cogent Communications,19.6344,-99.6303,False,Cogent Communications,False,México,success,America/Mexico_City,,1778109205,1778568146.969,8080,http,38.123.220.190:8080,False,1459.9056243896,20410,216701,8.6077828527567,38.123.220.190
True,1778568146.9337,transparent,6363.391340069,1750609399.7187,AS11426 Charter Communications Inc,TWC-11426-CAROLINAS,Wilmington,North America,,United States,US,College Market Commercial,False,Spectrum,34.2472,-77.8721,False,INNKEEPER,True,North Carolina,success,America/New_York,28405,1777971355,1778568146.9337,8080,http,70.63.90.245:8080,False,7338.2697105408,26093,318595,7.5700343499048,70.63.90.245
True,1778567961.6766,transparent,4860.5680288807,1778130190.1786,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Batu,Asia,AS,Indonesia,ID,,False,PT.Global Media Data Prima,-7.8779,112.531,False,CV Mars Data,False,East Java,success,Asia/Jakarta,65153,1778128309,1778568146.8175,8080,http,113.192.48.75:8080,False,443.95613670349,930,2134,30.352480417755,113.192.48.75
True,1778557276.7141,elite,1827.6045120649,1777989831.8001,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba.com LLC,22.3193,114.169,False,"IPXO LLC, Zenlayer Inc, Delta Centric LLC",False,Kowloon,success,Asia/Hong_Kong,999077,1777988746,1778568146.4609,4000,http,47.83.168.191:4000,False,989.670753479,7208,485,93.695567398934,47.83.168.191
True,1778567003.6816,elite,5396.3230490851,1776207807.8454,AS209847 WorkTitans B.V.,THE,Paris,Europe,EU,France,FR,,False,WorkTitans B.V.,48.8566,2.35222,False,WorkTitans B.V,True,Île-de-France,success,Europe/Paris,75000,1778022639,1778568146.3394,1082,http,94.131.118.39:1082,False,6979.5920848846,4303,12678,25.340085978446,94.131.118.39
True,1778567649.3259,elite,4806.5894296875,1710550625.304,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,North Bergen,North America,,United States,US,,True,"DigitalOcean, LLC",40.7964,-74.0203,False,Digital Ocean,True,New Jersey,success,America/New_York,07047,1778063505,1778568146.0204,80,http,167.99.236.14:80,False,1487.6670837402,239821,630025,27.57051248152,167.99.236.14
True,1778567523.279,transparent,5987.8022449232,1777635258.8233,AS142393 PT Media Solusi Sukses,IDNIC-MEDIASOLUSISUKSES-AS-ID,Karawang,Asia,AS,Indonesia,ID,,False,PT Media Solusi Sukses,-6.3088,107.316,False,,False,West Java,success,Asia/Jakarta,41356,1778238986,1778568145.986,8080,http,154.18.255.102:8080,False,3898.8904953003,1636,5521,22.858739695403,154.18.255.102
True,1778565752.5481,elite,4882.4670223063,1765045200.7109,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Santa Clara,North America,,United States,US,,True,"DigitalOcean, LLC",37.3931,-121.962,False,"DigitalOcean, LLC",True,California,success,America/Los_Angeles,95054,1778353687,1778568145.8039,80,http,143.198.135.176:80,False,4293.8466072083,112682,144794,43.764078982119,143.198.135.176
True,1778566015.3874,transparent,6162.3420384842,1770839934.5935,AS263702 GRUPO ZGH SPA,GRUPO ZGH SPA,Santiago,South America,SA,Chile,CL,,True,Grupo ZGH SpA,-33.4521,-70.6536,False,Grupo ZGH SpA,True,Santiago Metropolitan,success,America/Santiago,34033,1778104562,1778568145.4471,999,http,38.7.195.53:999,False,3938.1387233734,16579,48251,25.573037174148,38.7.195.53
True,1778568145.4461,transparent,5098.4781461103,1778322687.2088,AS270207 MULTICARRIER JE S. DE R.L. DE C.V.,MULTICARRIER JE S. DE R.L. DE C.V.,Ciudad de Villa de Álvarez,North America,,Mexico,MX,,False,Cogent Communications,19.2739,-103.7438,False,Jose De Jesus Vazquez Ponce,True,Colima,success,America/Mexico_City,28979,1778319550,1778568145.4461,999,http,154.27.196.125:999,False,3665.17162323,560,793,41.389504804139,154.27.196.125
True,1778567591.3447,elite,3032.8462217702,1776654217.8069,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778466294,1778568144.8833,56030,http,157.90.10.15:56030,False,3050.8074760437,10927,10447,51.122859548985,157.90.10.15
True,1778568144.7245,elite,8055.9313058853,1778512577.4274,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778511623,1778568144.7245,50788,http,174.138.165.125:50788,False,15166.656494141,50,135,27.027027027027,174.138.165.125
True,1778567918.4017,transparent,5175.6898679149,1770358593.4095,AS149350 PT Pusaka Kreasi Mandiri,IDNIC-KUMARAHOTSPOT-AS-ID,Sawangan,Asia,AS,Indonesia,ID,,False,PT Pusaka Kreasi Mandiri,-6.40278,106.774,False,PT Pusaka Kreasi Mandiri,True,West Java,success,Asia/Jakarta,,1777968532,1778568144.5765,8181,http,103.179.253.11:8181,False,3518.1975364685,4570,39182,10.445236789175,103.179.253.11
True,1778568144.5177,elite,12810.166868649,1777232799.5571,AS209847 WorkTitans B.V.,THE,Holborn,Europe,EU,United Kingdom,GB,,False,WorkTitans B.V.,51.5175,-0.12045,True,WorkTitans B.V,True,England,success,Europe/London,EC1,1778442726,1778568144.5177,1082,socks5,94.131.122.125:1082,True,158.48541259766,2764,5040,35.417734495131,94.131.122.125
True,1778567576.8697,elite,11240.628986824,1778534263.1598,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778531676,1778568144.5156,20038,http,174.138.165.126:20038,False,12280.298233032,82,49,62.595419847328,174.138.165.126
True,1778567888.3677,anonymous,6312.4395598265,1771332041.9426,AS273000 TELCOM MIKROTIK PERU S.A.C.,TELCOM MIKROTIK PERU S.A.C.,Perené,South America,SA,Peru,PE,,False,Telcom Mikrotik Peru S.A.C,-10.9489,-75.2264,False,Telcom Mikrotik Peru S.A.C,True,Junin,success,America/Lima,,1778495562,1778568144.4144,999,http,38.252.213.66:999,False,7841.6874408722,6500,48540,11.809593023256,38.252.213.66
True,1778567718.6351,transparent,4155.4195111798,1778471227.3568,AS54755 Desert Winds Wireless Inc,DWW-AS,Kennewick,North America,,United States,US,,False,Desert Winds Wireless,46.2049,-119.248,True,Desert Winds Wireless Inc,False,Washington,success,America/Los_Angeles,99336,1778470272,1778568144.1143,8080,http,162.255.110.24:8080,False,1507.3521137238,124,220,36.046511627907,162.255.110.24
True,1778568143.9033,elite,9578.1394155586,1778460116.6017,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,False,Arizona,success,America/Phoenix,85036,1778456693,1778568143.9033,9398,http,174.138.165.130:9398,False,5706.538438797,136,254,34.871794871795,174.138.165.130
True,1778567574.266,transparent,7261.6402413571,1770564956.2405,AS149404 PT Cepat Multi Data,IDNIC-CEPATMULTIDATA-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Cepat Multi Data,-6.21462,106.845,False,PT Cepat Multi Data,True,Jakarta,success,Asia/Jakarta,,1778495303,1778568143.846,8181,http,103.183.8.135:8181,False,4163.3455753326,6092,54385,10.073250987979,103.183.8.135
True,1778223279.0772,elite,1314.4441487682,1776084586.1134,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Performive LLC,True,California,success,America/Los_Angeles,90009,1778503743,1778568143.0344,4145,socks5,142.54.237.38:4145,True,1573.4970569611,11728,3223,78.44291351749,142.54.237.38
True,1778568106.9874,transparent,6931.391563378,1750610228.1766,AS17995 PT iForte Global Internet,SOLUSINET-AS-ID,West Jakarta,Asia,AS,Indonesia,ID,,False,PT iForte Global Internet,-6.1369,106.752,False,Solusinet,True,Jakarta,success,Asia/Jakarta,11720,1778271333,1778568142.7395,8080,http,103.165.128.171:8080,False,4976.8612384796,7886,84429,8.5424903861778,103.165.128.171
True,1778566238.2033,transparent,3088.2270574482,1778099092.7646,AS273170 LATENCIA 0 SA,LATENCIA 0 SA,Maipú,South America,SA,Argentina,AR,,False,Latencia 0 SA,-32.9842,-68.7783,False,Latencia 0 SA,False,Mendoza,success,America/Argentina/Mendoza,5517,1778097865,1778568142.3135,999,http,38.211.245.18:999,False,818.75109672546,5442,449,92.378204040061,38.211.245.18
True,1778567944.5626,transparent,5751.1843230781,1761379464.917,AS394684 GOLD DATA USA INC,AS-GOLD,Caracas,South America,SA,Venezuela,VE,,False,Gold Data USA Inc,10.4873,-66.8738,False,Gold Data C.A,True,Distrito Federal,success,America/Caracas,,1778270291,1778568141.6977,999,http,186.96.74.144:999,False,5048.3424663544,4446,18301,19.545434562799,186.96.74.144
True,1778567725.5057,elite,5798.685336113,1778503623.7871,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778500869,1778568141.2633,31843,http,131.153.163.163:31843,False,14782.009840012,100,143,41.152263374486,131.153.163.163
True,1778567002.4602,elite,1264.8898711939,1747663374.8346,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,False,China Mobile,23.1317,113.266,True,China Mobile Communications Corporation,True,Guangdong,success,Asia/Shanghai,510000,1778500021,1778568141.1453,10019,http,36.138.53.26:10019,False,949.6922492981,113587,2637,97.731105451542,36.138.53.26
True,1778562108.0898,transparent,6373.3208355654,1765686351.9632,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1778388644,1778568141.1338,3128,http,173.212.246.157:3128,False,6947.3185539246,86573,174690,33.136341540899,173.212.246.157
True,1778567969.3974,transparent,4244.7487848629,1774767742.2881,AS149924 PT Sugi Bintang Jaya,IDNIC-SBJNET-AS-ID,Taccipi,Asia,AS,Indonesia,ID,,False,PT Sugi Bintang Jaya,-4.5066,120.184,False,PT Sugi Bintang Jaya,False,South Sulawesi,success,Asia/Makassar,,1778398160,1778568140.8749,8080,http,103.191.169.148:8080,False,1006.2010288239,7434,53453,12.209502849541,103.191.169.148
True,1778566503.5831,elite,4644.582275519,1777801339.8194,AS210644 AEZA GROUP LLC,AEZA-AS,Stockholm,Europe,EU,Sweden,SE,,False,Aeza International LTD,59.3287,18.0717,False,NetCrafters OU,False,Stockholm County,success,Europe/Stockholm,100 04,1778404670,1778568140.4782,3128,http,62.60.149.161:3128,False,2040.3351783752,9494,1406,87.100917431193,62.60.149.161
True,1778567984.9426,transparent,6202.6551329449,1731616071.4927,AS150008 Pioneer Elabs Ltd.,PEL-AS-IN,Ballari,Asia,AS,India,IN,,False,Tejasri Communications,15.1463,76.926,False,,True,Karnataka,success,Asia/Kolkata,583104,1778179820,1778568140.3919,83,http,45.249.77.145:83,False,1393.4383392334,48599,534391,8.3361635705587,45.249.77.145
True,1778568140.3353,transparent,5179.5203342225,1773602663.7053,AS141941 PT Regynet Data Solusindo,IDNIC-REGYNET-AS-ID,Cikarang,Asia,AS,Indonesia,ID,,False,PT Regynet Data Solusindo,-6.26111,107.153,False,PT Regynet Data Solusindo,False,West Java,success,Asia/Jakarta,,1778030640,1778568140.3353,8090,http,103.166.91.42:8090,False,569.97275352478,5915,46064,11.379595605918,103.166.91.42
True,1778567353.3844,elite,12302.392820979,1778529770.2246,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778527107,1778568139.9634,8236,http,174.138.165.122:8236,False,7761.8329524994,43,74,36.752136752137,174.138.165.122
True,1778568000.2406,transparent,6207.5051164559,1750609264.9294,AS142347 PT Sarana Media Cemerlang,IDNIC-JAGONET-AS-ID,Madiun,Asia,AS,Indonesia,ID,,False,Sarana Media Cemerlang,-7.6298,111.524,False,,True,East Java,success,Asia/Jakarta,,1778088017,1778568139.9152,9090,http,103.169.189.202:9090,False,1810.9426498413,3515,15672,18.319695627248,103.169.189.202
True,1778220748.9438,elite,1232.2171280501,1776079633.1067,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1778240007,1778568139.462,39078,socks5,198.8.94.174:39078,True,1477.751493454,10644,1824,85.370548604427,198.8.94.174
True,1778351111.7246,elite,2412.4019241476,1776084913.7196,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,East Irvine,North America,,United States,US,Irvine Research Center,False,Cox Communications Inc,33.6303,-117.733,False,Intelenet Communications,True,California,success,America/Los_Angeles,92650,1778504124,1778568139.2431,4145,socks5,72.214.108.67:4145,True,1206.8266868591,15352,1646,90.31650782445,72.214.108.67
True,1778566428.9073,elite,1505.4722815445,1778519216.8208,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778517949,1778568138.6741,8254,http,131.153.163.166:8254,False,552.55937576294,194,42,82.203389830508,131.153.163.166
True,1778568138.5244,transparent,5874.4721680139,1752215428.1949,AS149667 PT Gading Bhakti Utama,IDNIC-GADING-NET-AS-ID,Banjar Gede,Asia,AS,Indonesia,ID,,False,PT Gading Bhakti Utama,-8.4264,115.445,False,PT Gading Bhakti Utama,False,Bali,success,Asia/Makassar,,1777994697,1778568138.5244,8080,http,103.184.56.249:8080,False,1615.0457859039,1649,12427,11.714975845411,103.184.56.249
True,1778568138.0633,transparent,5244.6411602334,1763493910.6698,AS147118 PT Ameera Mega Buana,IDNIC-AMEERA-AS-ID,Pagatan,Asia,AS,Indonesia,ID,,False,PT Ameera Mega Buana,-3.6075,115.938,False,PT Ameera Mega Buana,True,South Kalimantan,success,Asia/Makassar,,1778010980,1778568138.0633,8090,http,103.175.202.138:8090,False,1562.3302459717,20795,240898,7.9463340631962,103.175.202.138
True,1778568137.9613,elite,5290.3564295709,1763453429.4105,AS139957 Dinas Komunikasi Informatika dan Statistik Provinsi Lampung,IDNIC-DISKOMINFOTIKPROVLAMPUNG-AS-ID,Kedaton,Asia,AS,Indonesia,ID,,False,Dinas Komunikasi Informatika dan Statistik Provinsi Lampung,-5.38354,105.26,False,Dinas Komunikasi Informatika dan Statistik Provinsi Lampung,True,Lampung,success,Asia/Jakarta,,1777967899,1778568137.9613,1452,http,103.145.46.79:1452,False,2188.4694099426,7688,47519,13.925770282754,103.145.46.79
True,1778567366.6579,transparent,4752.2326959276,1778099098.6061,AS273170 LATENCIA 0 SA,LATENCIA 0 SA,Maipú,South America,SA,Argentina,AR,,False,Latencia 0 SA,-32.9842,-68.7783,False,Latencia 0 SA,False,Mendoza,success,America/Argentina/Mendoza,5517,1778097865,1778568137.9565,999,http,38.211.245.46:999,False,862.18404769897,3480,1444,70.674248578392,38.211.245.46
True,1778568137.8919,transparent,7725.7960920112,1750603577.7455,AS262191 LIBERTY NETWORKS DE COLOMBIA S.A.S,LIBERTY NETWORKS DE COLOMBIA S.A.S,Tocancipá,South America,SA,Colombia,CO,,False,Liberty Networks De Colombia,4.96531,-73.913,False,IMS LA DORADA IP,False,Cundinamarca,success,America/Bogota,251010,1778270534,1778568137.8919,999,http,190.109.6.114:999,False,1618.1735992432,2412,13860,14.823008849558,190.109.6.114
True,1778568137.7318,transparent,4204.5233550825,1778127604.6132,AS262595 OnNet Telecomunicacoes LTDA,OnNet Telecomunicacoes LTDA,Patrocínio,South America,SA,Brazil,BR,,False,OnNet Telecomunicações LTDA,-19.0131,-47.0679,False,OnNet Telecomunicacoes LTDA,False,Minas Gerais,success,America/Sao_Paulo,38740,1778127606,1778568137.7318,9090,http,167.250.22.145:9090,False,953.56893539429,665,2200,23.211169284468,167.250.22.145
True,1778568116.6803,transparent,5912.115167217,1755036829.2231,AS29256 STE PDN Internal AS,INT-PDN-STE-AS,Al-Nashabiyah,Asia,AS,Syria,SY,,False,Syrian Telecom,33.5105,36.4857,False,Wafa Telecom J.S.C,True,Rif-dimashq,success,Asia/Damascus,,1778023437,1778568137.7104,8080,http,193.43.145.200:8080,False,7961.0576629639,30666,289212,9.5867799598597,193.43.145.200
True,1778567597.4124,elite,2751.4304538415,1775495484.4349,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778074037,1778568137.6826,65535,http,157.90.10.15:65535,False,1067.1944618225,14728,14991,49.557522123894,157.90.10.15
True,1778568137.6153,elite,12128.302576566,1778460074.5617,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456696,1778568137.6153,9275,http,174.138.165.126:9275,False,14912.373542786,99,279,26.190476190476,174.138.165.126
True,1778567943.3473,transparent,5454.6061534259,1755155408.8749,AS263238 Eliana Vanessa Morocho Oña,Eliana Vanessa Morocho Ona,Quito,South America,SA,Ecuador,EC,,False,Eliana Vanessa Morocho Oña,-0.2309,-78.5211,False,Eliana Vanessa Morocho Oña,False,Pichincha,success,America/Guayaquil,,1778270673,1778568137.4302,999,http,45.4.202.147:999,False,544.14677619934,32747,244267,11.821424187947,45.4.202.147
True,1778568137.2241,transparent,11299.829024427,1777733628.7376,AS152767 PT SAMUDRA DIGITAL NETWORK,IDNIC-SAMUDRANET-ID,Indramayu,Asia,AS,Indonesia,ID,,False,PT SAMUDRA DIGITAL NETWORK,-6.417,108.235,False,PT SAMUDRA DIGITAL NETWORK,False,West Java,success,Asia/Jakarta,45261,1778335466,1778568137.2241,3125,http,160.20.38.14:3125,False,9825.5803585052,510,4800,9.6045197740113,160.20.38.14
True,1778568137.2062,elite,12497.646781114,1778459046.9334,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778457554,1778568137.2062,22551,http,174.138.165.126:22551,False,18533.845663071,52,293,15.072463768116,174.138.165.126
True,1778567818.9673,elite,5007.170687084,1732785226.7895,AS37282 Main one Cable Company Nigeria Limited,MAINONE,Lagos,Africa,AF,Nigeria,NG,,False,Main one Cable Company Nigeria Limited,6.4474,3.3903,False,MDXi Access,True,Lagos,success,Africa/Lagos,,1778510218,1778568136.7874,7310,http,154.113.18.189:7310,False,809.00645256042,1975,65467,2.9284422170161,154.113.18.189
True,1778568136.2234,elite,4691.5470896096,1778538799.4002,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778535152,1778568136.2234,50635,http,131.153.163.163:50635,False,2393.979549408,58,51,53.211009174312,131.153.163.163
True,1778568136.2194,transparent,5447.9745689992,1765097804.5202,AS8717 A1 Bulgaria EAD,A1BG,Sofia,Europe,EU,Bulgaria,BG,,False,Spectrum,42.6826,23.3223,False,Mobiltel EAD,False,Sofia-Capital,success,Europe/Sofia,1000,1778495769,1778568136.2194,8080,http,92.247.93.6:8080,False,4342.6570892334,3133,16104,16.286323231273,92.247.93.6
True,1778565496.6891,elite,3007.062909549,1775987220.8755,AS56045 China Mobile communications corporation,CMNET-Jiangxi-AP,Jinrongjie,Asia,AS,China,CN,Xicheng District,False,China Mobile communications corporation,39.9155,116.36,True,China Mobile,True,Beijing,success,Asia/Shanghai,,1778406672,1778568135.5778,30005,http,223.84.151.86:30005,False,812.08300590515,53098,768,98.574239780195,223.84.151.86
True,1778567906.1859,transparent,6150.4977015704,1751449830.64,AS31531 TOV Point,JUPITER-AS,Moscow,Europe,EU,Russia,RU,,False,TOV Point,55.7558,37.6173,False,JUPITER,True,Moscow,success,Europe/Moscow,144700,1778509945,1778568135.3473,18777,http,185.248.128.216:18777,False,8239.2196655273,6555,33125,16.519657258065,185.248.128.216
True,1778567687.7233,elite,10895.956555479,1778396757.4353,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778396000,1778568135.0966,30193,http,174.138.165.122:30193,False,12112.651348114,304,467,39.429312581064,174.138.165.122
True,1778568134.951,transparent,7572.8946670799,1776101686.531,AS140091 SHWE MAHAR MAE KHONG INDUSTRIAL COMPANY LIMITED,SHWE-AS-AP,Tachilek,Asia,AS,Myanmar,MM,,False,Shwe Mahar MAE Khong Industrial Company Limited,20.4475,99.8808,False,Shwe Mahar MAE Khong Industrial Company Limited,False,Shan State,success,Asia/Yangon,57130,1778521785,1778568134.951,8181,http,103.153.202.0:8181,False,3285.2103710175,5057,14577,25.756341041051,103.153.202.0
True,1778568134.8956,transparent,9157.6586950189,1734106036.0712,AS267123 MEGANET TELECON LTDA,MEGANET TELECON LTDA,Rondonópolis,South America,SA,Brazil,BR,,False,Meganet Telecon Ltda,-16.436,-54.6298,False,Meganet Telecon Ltda,False,Mato Grosso,success,America/Cuiaba,78700,1778007376,1778568134.8956,8403,http,45.229.9.137:8403,False,2303.8308620453,1444,108295,1.3158494245437,45.229.9.137
True,1778568074.9432,elite,6940.5137133947,1710701711.676,AS45899 VNPT Corp,VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,False,VNPT,21.0184,105.8461,False,Vietnam Posts and Telecommunications Group,False,Hanoi,success,Asia/Bangkok,100000,1778272492,1778568134.6062,55443,http,14.177.236.212:55443,False,4665.0450229645,39009,492175,7.3437829452694,14.177.236.212
True,1778568134.3732,anonymous,5889.7103979421,1771592050.5664,AS273000 TELCOM MIKROTIK PERU S.A.C.,TELCOM MIKROTIK PERU S.A.C.,Bajo Pichanaqui,South America,SA,Peru,PE,,False,Telcom Mikrotik Peru S.A.C,-10.9275,-74.8742,False,Telcom Mikrotik Peru S.A.C,False,Junin,success,America/Lima,,1778085621,1778568134.3732,999,http,38.252.213.69:999,False,3668.509721756,4258,15995,21.024045820372,38.252.213.69
